order_id,customer_id,order_date,product_name,quantity,unit_price,total_price
20001,11052,2023-09-21,Cloned executive firmware,2,62.28,124.56
20002,11093,2024-07-22,Switchable actuating Internet solution,8,18.07,144.56
20003,11015,2024-01-12,Universal web-enabled pricing structure,8,74.59,596.72
20004,11072,2024-11-22,Extended reciprocal utilization,1,45.99,45.99
20005,11061,2023-12-11,Total leadingedge website,3,97.91,293.73
20006,11021,2025-04-12,Organized discrete superstructure,9,84.09,756.8100000000001
20007,11083,2023-07-19,Total optimal algorithm,5,57.02,285.1
20008,11087,2024-02-24,Customizable reciprocal access,6,21.09,126.53999999999999
20009,11075,2024-02-10,Proactive holistic Internet solution,4,87.35,349.4
20010,11075,2024-09-10,Open-architected user-facing flexibility,2,81.98,163.96
20011,11088,2025-01-01,Re-engineered client-driven implementation,8,26.61,212.88
20012,11100,2023-10-12,Down-sized tangible neural-net,6,36.58,219.48
20013,11024,2025-02-03,Robust zero tolerance Graphical User Interface,5,81.41,407.04999999999995
20014,11003,2023-10-11,Optional intangible time-frame,9,26.67,240.03000000000003
20015,11022,2023-09-15,Open-source logistical encoding,1,92.6,92.6
20016,11053,2024-03-11,Horizontal analyzing extranet,5,48.21,241.05
20017,11002,2023-09-26,Front-line heuristic analyzer,6,17.83,106.97999999999999
20018,11088,2024-07-22,Devolved incremental artificial intelligence,5,83.42,417.1
20019,11030,2024-03-13,Cross-platform fresh-thinking projection,6,43.62,261.71999999999997
20020,11038,2024-08-26,Total empowering product,6,57.38,344.28000000000003
20021,11002,2023-08-11,Team-oriented contextually-based complexity,7,20.11,140.76999999999998
20022,11064,2024-12-28,Streamlined grid-enabled policy,4,10.23,40.92
20023,11060,2025-02-07,Business-focused motivating contingency,8,67.42,539.36
20024,11021,2023-08-12,Synergized impactful project,7,56.37,394.59
20025,11033,2024-11-03,Horizontal attitude-oriented open architecture,9,63.42,570.78
20026,11076,2025-01-08,Programmable 24/7 matrix,7,81.44,570.0799999999999
20027,11058,2025-02-11,Optimized secondary synergy,3,68.19,204.57
20028,11022,2025-04-12,User-centric zero administration monitoring,3,25.73,77.19
20029,11089,2024-04-19,Total intangible concept,8,42.47,339.76
20030,11049,2024-06-11,Customizable zero administration implementation,5,91.53,457.65
20031,11091,2024-07-20,Monitored optimal capacity,4,79.3,317.2
20032,11059,2024-04-23,Enterprise-wide national core,8,60.1,480.8
20033,11042,2024-06-18,Visionary regional extranet,6,33.01,198.06
20034,11092,2024-05-01,Cross-group intermediate matrices,2,37.19,74.38
20035,11060,2023-11-29,Organic demand-driven Local Area Network,4,75.88,303.52
20036,11080,2025-03-04,Persistent encompassing open architecture,4,86.61,346.44
20037,11015,2024-11-15,Phased reciprocal benchmark,6,70.43,422.58000000000004
20038,11062,2024-11-01,Diverse stable time-frame,6,82.86,497.15999999999997
20039,11062,2023-10-28,Organized user-facing groupware,1,79.0,79.0
20040,11047,2024-08-01,Digitized secondary project,8,23.47,187.76
20041,11062,2023-11-09,Mandatory contextually-based help-desk,6,48.16,288.96
20042,11051,2024-06-29,Balanced context-sensitive migration,3,23.77,71.31
20043,11055,2023-10-06,Quality-focused well-modulated infrastructure,9,31.17,280.53000000000003
20044,11064,2024-12-20,Devolved static orchestration,2,88.23,176.46
20045,11003,2024-04-29,Triple-buffered dynamic data-warehouse,8,52.56,420.48
20046,11051,2025-01-31,Ameliorated incremental functionalities,3,58.18,174.54
20047,11007,2023-08-26,Switchable value-added extranet,5,26.06,130.29999999999998
20048,11021,2024-04-25,Open-source logistical neural-net,6,38.1,228.60000000000002
20049,11073,2023-08-13,Optional optimizing task-force,6,30.72,184.32
20050,11039,2025-04-18,Balanced zero-defect project,4,28.56,114.24
20051,11018,2023-09-13,Face-to-face tertiary flexibility,3,67.42,202.26
20052,11004,2024-07-01,Function-based stable help-desk,4,33.12,132.48
20053,11089,2023-07-25,Organic didactic framework,1,66.88,66.88
20054,11060,2024-10-17,Distributed radical support,4,15.26,61.04
20055,11014,2023-09-30,Robust secondary system engine,1,22.76,22.76
20056,11009,2023-10-04,Centralized intangible methodology,1,34.71,34.71
20057,11090,2024-05-17,Implemented content-based time-frame,6,63.73,382.38
20058,11053,2024-10-28,Function-based bi-directional service-desk,5,70.83,354.15
20059,11002,2023-10-09,Front-line mobile capacity,4,49.84,199.36
20060,11084,2024-08-01,Focused empowering forecast,3,50.12,150.35999999999999
20061,11092,2024-07-29,Organic human-resource circuit,1,75.21,75.21
20062,11060,2025-01-22,Multi-tiered even-keeled matrix,6,11.42,68.52
20063,11071,2024-05-11,Team-oriented impactful array,2,40.7,81.4
20064,11044,2024-01-13,Profit-focused heuristic time-frame,8,83.68,669.44
20065,11008,2023-10-12,Reactive multi-tasking archive,5,64.29,321.45000000000005
20066,11047,2025-01-21,Programmable radical productivity,7,40.35,282.45
20067,11035,2024-01-18,Object-based bifurcated task-force,2,91.5,183.0
20068,11078,2023-07-13,Visionary regional toolset,8,79.54,636.32
20069,11081,2024-03-08,Phased interactive migration,2,33.84,67.68
20070,11036,2023-09-05,Customer-focused fresh-thinking challenge,4,68.08,272.32
20071,11050,2024-07-22,Centralized exuding ability,1,63.62,63.62
20072,11004,2023-08-19,Advanced zero-defect knowledge user,5,46.11,230.55
20073,11002,2023-07-30,Organic even-keeled service-desk,9,43.03,387.27
20074,11006,2024-01-19,Implemented disintermediate definition,1,40.92,40.92
20075,11054,2024-06-01,Adaptive bandwidth-monitored adapter,9,65.54,589.86
20076,11004,2024-10-28,Sharable zero tolerance database,8,49.82,398.56
20077,11054,2024-05-07,Distributed coherent installation,6,84.87,509.22
20078,11093,2024-06-03,Multi-layered context-sensitive data-warehouse,7,70.26,491.82000000000005
20079,11063,2024-05-24,De-engineered zero-defect moderator,3,16.29,48.87
20080,11018,2024-06-13,Multi-lateral 4thgeneration utilization,1,67.62,67.62
20081,11090,2023-11-19,Customizable systematic strategy,5,34.4,172.0
20082,11044,2024-04-15,Fully-configurable background archive,2,63.35,126.7
20083,11034,2024-06-08,Implemented systematic function,5,71.21,356.04999999999995
20084,11074,2023-08-24,Front-line content-based framework,8,30.77,246.16
20085,11062,2024-01-27,Decentralized explicit time-frame,9,51.12,460.08
20086,11100,2024-08-18,Face-to-face intermediate installation,2,27.13,54.26
20087,11014,2024-04-09,Diverse upward-trending leverage,3,14.71,44.13
20088,11095,2024-01-11,Robust disintermediate process improvement,3,44.06,132.18
20089,11048,2023-09-12,Future-proofed systemic synergy,1,42.66,42.66
20090,11015,2023-12-03,Progressive multi-state process improvement,8,99.59,796.72
20091,11072,2024-02-04,Fundamental system-worthy time-frame,6,50.17,301.02
20092,11078,2023-11-14,Realigned interactive emulation,8,40.02,320.16
20093,11087,2024-07-21,Sharable high-level firmware,9,62.24,560.16
20094,11062,2023-07-12,Optional needs-based circuit,5,17.99,89.94999999999999
20095,11040,2024-08-01,Grass-roots bifurcated database,3,96.55,289.65
20096,11085,2025-03-08,Exclusive hybrid help-desk,5,67.15,335.75
20097,11080,2025-02-24,Adaptive heuristic collaboration,5,77.94,389.7
20098,11082,2025-04-22,Self-enabling static access,5,25.34,126.7
20099,11053,2025-02-11,Reverse-engineered dedicated solution,3,46.85,140.55
20100,11024,2024-03-03,Multi-lateral executive data-warehouse,4,48.04,192.16
20101,11026,2023-06-26,Fundamental object-oriented utilization,9,83.96,755.64
20102,11089,2024-01-25,Intuitive background superstructure,9,10.11,90.99
20103,11060,2024-01-20,Decentralized background support,2,37.08,74.16
20104,11041,2024-04-20,Persevering exuding adapter,8,98.31,786.48
20105,11029,2024-08-09,Upgradable responsive intranet,8,52.74,421.92
20106,11015,2024-11-18,Open-architected dynamic structure,7,44.43,311.01
20107,11045,2023-07-24,Face-to-face directional software,8,20.78,166.24
20108,11065,2023-11-07,Up-sized motivating instruction set,3,97.67,293.01
20109,11089,2024-05-16,Multi-lateral intangible protocol,6,11.8,70.80000000000001
20110,11071,2025-02-02,Balanced even-keeled extranet,1,76.35,76.35
20111,11009,2025-05-08,Multi-tiered coherent project,7,79.17,554.19
20112,11088,2023-10-07,Reverse-engineered didactic workforce,1,31.93,31.93
20113,11001,2023-07-07,Universal web-enabled hardware,9,70.44,633.96
20114,11008,2024-06-13,Automated value-added array,1,18.36,18.36
20115,11088,2024-07-03,Open-source real-time service-desk,1,33.13,33.13
20116,11063,2024-02-14,Ergonomic well-modulated info-mediaries,7,80.91,566.37
20117,11011,2023-07-07,Universal even-keeled open architecture,2,87.82,175.64
20118,11081,2025-04-17,Ergonomic value-added analyzer,5,64.76,323.8
20119,11008,2024-03-18,Robust empowering time-frame,8,55.62,444.96
20120,11035,2023-09-13,Assimilated fresh-thinking workforce,8,24.34,194.72
20121,11035,2023-12-10,Managed zero administration extranet,3,15.68,47.04
20122,11033,2025-02-16,Horizontal discrete website,7,20.59,144.13
20123,11005,2025-03-16,Re-contextualized leadingedge monitoring,3,30.46,91.38
20124,11041,2024-05-25,Advanced attitude-oriented functionalities,6,40.75,244.5
20125,11028,2023-08-06,Cross-group composite artificial intelligence,6,44.28,265.68
20126,11007,2023-12-16,Persevering solution-oriented secured line,3,41.17,123.51
20127,11073,2024-03-21,Fundamental optimizing emulation,7,31.51,220.57000000000002
20128,11072,2023-10-12,Grass-roots asynchronous productivity,3,55.88,167.64000000000001
20129,11012,2024-10-09,Horizontal uniform process improvement,8,84.28,674.24
20130,11034,2023-12-28,Synchronized multimedia toolset,4,35.17,140.68
20131,11033,2024-11-11,Seamless encompassing installation,1,94.81,94.81
20132,11048,2023-12-18,Compatible multimedia architecture,4,88.6,354.4
20133,11023,2024-04-15,Multi-lateral human-resource forecast,7,24.56,171.92
20134,11062,2024-10-01,Intuitive stable Internet solution,4,80.76,323.04
20135,11088,2024-05-23,Optional discrete open system,6,61.71,370.26
20136,11037,2025-04-04,Reverse-engineered secondary software,9,60.99,548.91
20137,11099,2024-05-06,Inverse eco-centric flexibility,1,45.19,45.19
20138,11044,2025-01-19,Multi-layered tertiary knowledge user,5,55.1,275.5
20139,11086,2024-10-20,Team-oriented asymmetric utilization,7,45.75,320.25
20140,11091,2024-05-07,Enhanced impactful challenge,1,58.58,58.58
20141,11035,2025-02-03,Switchable interactive capability,4,66.52,266.08
20142,11065,2023-11-12,Optional grid-enabled capacity,6,70.69,424.14
20143,11099,2024-08-24,Compatible heuristic focus group,2,57.92,115.84
20144,11047,2024-06-30,Automated intangible application,5,74.93,374.65000000000003
20145,11078,2023-05-18,Quality-focused multi-state model,1,22.72,22.72
20146,11003,2023-05-30,Organized asymmetric solution,6,29.08,174.48
20147,11001,2023-10-19,Future-proofed cohesive info-mediaries,6,83.69,502.14
20148,11005,2023-08-18,Adaptive encompassing strategy,4,39.03,156.12
20149,11090,2024-02-07,Digitized asynchronous array,8,12.06,96.48
20150,11014,2025-04-06,Open-architected neutral database,4,23.84,95.36
20151,11027,2023-08-10,Innovative asynchronous product,8,30.13,241.04
20152,11009,2024-04-10,Programmable asynchronous info-mediaries,8,96.16,769.28
20153,11079,2024-09-02,Multi-tiered needs-based firmware,5,61.57,307.85
20154,11015,2023-08-13,Total motivating paradigm,4,93.95,375.8
20155,11090,2023-12-08,Balanced tangible model,2,61.76,123.52
20156,11042,2023-10-17,Extended background focus group,3,53.14,159.42000000000002
20157,11077,2024-03-02,Sharable optimizing strategy,3,38.24,114.72
20158,11051,2023-10-27,Open-architected analyzing capacity,4,64.57,258.28
20159,11063,2024-06-19,Reduced leadingedge time-frame,4,22.53,90.12
20160,11096,2024-03-23,Front-line next generation intranet,5,90.84,454.20000000000005
20161,11052,2024-01-14,Stand-alone zero-defect groupware,4,84.64,338.56
20162,11096,2023-07-30,Cross-platform bandwidth-monitored Internet solution,8,38.58,308.64
20163,11004,2024-06-17,Pre-emptive disintermediate projection,6,95.75,574.5
20164,11094,2023-11-03,Decentralized object-oriented intranet,6,84.27,505.62
20165,11023,2023-05-29,Exclusive bi-directional leverage,8,69.97,559.76
20166,11015,2023-06-21,Enterprise-wide exuding middleware,7,20.96,146.72
20167,11043,2024-05-28,Progressive heuristic data-warehouse,8,53.04,424.32
20168,11029,2025-04-12,Customizable mission-critical forecast,2,55.55,111.1
20169,11036,2025-03-04,Business-focused zero administration knowledgebase,9,30.93,278.37
20170,11013,2024-11-25,Re-engineered eco-centric budgetary management,1,17.2,17.2
20171,11032,2024-02-08,User-centric interactive paradigm,8,79.91,639.28
20172,11071,2024-12-09,Profit-focused real-time customer loyalty,4,20.98,83.92
20173,11059,2024-05-11,Monitored demand-driven matrices,4,63.49,253.96
20174,11086,2024-01-17,Cross-platform multi-state artificial intelligence,5,94.28,471.4
20175,11028,2024-10-12,Focused incremental hierarchy,8,88.85,710.8
20176,11066,2024-10-15,Reduced static open architecture,5,35.0,175.0
20177,11042,2024-08-18,Profound executive moderator,8,86.63,693.04
20178,11045,2023-06-17,Cross-platform systematic open system,1,10.03,10.03
20179,11062,2023-07-12,Inverse systemic core,9,11.59,104.31
20180,11057,2024-05-02,Focused 24hour support,6,64.23,385.38
20181,11006,2024-11-03,Future-proofed context-sensitive adapter,3,42.83,128.49
20182,11028,2024-02-26,Profound directional installation,8,44.78,358.24
20183,11028,2024-09-15,Total 24/7 website,9,60.8,547.1999999999999
20184,11044,2024-06-21,Organized asymmetric moderator,6,27.26,163.56
20185,11084,2024-05-14,Open-architected local software,7,29.06,203.42
20186,11030,2023-10-02,Stand-alone explicit neural-net,1,53.61,53.61
20187,11062,2024-04-02,Customer-focused needs-based policy,5,77.88,389.4
20188,11075,2024-05-08,Enhanced tertiary complexity,5,65.75,328.75
20189,11092,2024-11-02,Multi-layered optimal strategy,4,36.76,147.04
20190,11089,2024-11-23,Triple-buffered coherent methodology,6,48.73,292.38
20191,11062,2023-08-12,Operative bifurcated software,7,25.36,177.51999999999998
20192,11097,2024-10-28,Automated context-sensitive moderator,9,16.72,150.48
20193,11001,2023-11-25,Future-proofed full-range adapter,1,80.44,80.44
20194,11027,2025-01-04,Pre-emptive systematic application,6,33.88,203.28000000000003
20195,11062,2023-10-08,Front-line high-level installation,7,26.0,182.0
20196,11077,2023-08-16,Fully-configurable radical analyzer,3,72.25,216.75
20197,11003,2024-08-30,Switchable multimedia alliance,8,65.62,524.96
20198,11070,2024-08-20,Grass-roots empowering conglomeration,5,66.99,334.95
20199,11072,2024-12-07,Customizable motivating archive,9,30.6,275.40000000000003
20200,11027,2023-09-10,Visionary neutral moratorium,5,30.94,154.70000000000002
20201,11009,2025-01-19,Profit-focused radical knowledgebase,9,29.87,268.83
20202,11062,2025-05-09,Diverse systemic success,4,25.64,102.56
20203,11037,2024-06-07,Multi-lateral high-level service-desk,9,69.02,621.18
20204,11097,2024-09-18,Operative web-enabled budgetary management,5,86.32,431.59999999999997
20205,11051,2024-06-20,Public-key tertiary moderator,9,75.19,676.71
20206,11044,2024-07-04,Multi-tiered system-worthy time-frame,3,81.29,243.87
20207,11024,2025-01-12,Pre-emptive context-sensitive policy,4,46.43,185.72
20208,11079,2025-02-02,Innovative responsive adapter,9,68.87,619.83
20209,11059,2023-10-18,Devolved foreground algorithm,6,41.88,251.28000000000003
20210,11032,2023-05-31,Mandatory scalable capability,2,57.3,114.6
20211,11096,2023-07-27,Realigned zero-defect migration,7,53.35,373.45
20212,11088,2025-01-27,Devolved bandwidth-monitored knowledgebase,2,25.92,51.84
20213,11052,2024-09-08,Intuitive modular paradigm,2,44.84,89.68
20214,11062,2024-10-19,Stand-alone even-keeled flexibility,1,96.74,96.74
20215,11058,2024-09-28,Synergized 24hour leverage,3,32.37,97.10999999999999
20216,11052,2024-01-07,Sharable client-driven infrastructure,6,22.04,132.24
20217,11012,2024-08-25,Face-to-face fault-tolerant protocol,8,47.67,381.36
20218,11039,2024-04-14,Fundamental asynchronous focus group,9,81.13,730.17
20219,11002,2024-12-14,Grass-roots uniform synergy,7,62.39,436.73
20220,11003,2024-05-24,Profit-focused reciprocal workforce,4,71.29,285.16
20221,11056,2023-08-13,Secured actuating paradigm,6,27.07,162.42000000000002
20222,11081,2023-11-06,Intuitive responsive utilization,5,65.71,328.54999999999995
20223,11059,2025-01-10,Progressive eco-centric moratorium,8,39.12,312.96
20224,11002,2024-02-23,Proactive 24/7 approach,1,85.09,85.09
20225,11002,2024-01-05,Grass-roots even-keeled process improvement,1,66.64,66.64
20226,11092,2023-08-28,Profound didactic function,6,27.9,167.39999999999998
20227,11054,2024-04-28,Reactive global ability,2,15.82,31.64
20228,11087,2024-08-27,Synergistic tangible model,5,13.84,69.2
20229,11096,2023-10-21,Ergonomic explicit instruction set,1,43.43,43.43
20230,11097,2024-09-06,Programmable modular customer loyalty,7,33.93,237.51
20231,11001,2025-05-10,Adaptive static encoding,1,68.15,68.15
20232,11019,2024-01-30,Decentralized zero-defect product,4,54.94,219.76
20233,11002,2024-09-11,Advanced dedicated ability,9,33.94,305.46
20234,11053,2024-09-20,Robust multi-tasking website,1,23.43,23.43
20235,11044,2024-04-23,Triple-buffered static productivity,4,21.45,85.8
20236,11090,2024-11-30,Quality-focused scalable open architecture,6,87.82,526.92
20237,11032,2024-11-30,Stand-alone eco-centric parallelism,6,31.91,191.46
20238,11070,2024-05-27,Robust 3rdgeneration instruction set,8,68.65,549.2
20239,11032,2024-10-24,De-engineered well-modulated pricing structure,1,82.96,82.96
20240,11068,2024-11-17,Self-enabling executive task-force,7,65.27,456.89
20241,11055,2024-07-08,Configurable systemic approach,1,87.36,87.36
20242,11075,2023-08-01,Polarized tertiary initiative,7,45.32,317.24
20243,11056,2024-12-11,Future-proofed heuristic software,3,96.06,288.18
20244,11017,2025-04-01,Pre-emptive system-worthy Local Area Network,8,21.98,175.84
20245,11038,2023-07-14,Down-sized multi-state matrix,3,19.19,57.57000000000001
20246,11024,2024-09-28,Open-architected grid-enabled structure,1,69.28,69.28
20247,11069,2023-07-29,Realigned uniform hardware,8,94.85,758.8
20248,11098,2025-02-02,Synergistic 24hour success,3,82.8,248.39999999999998
20249,11070,2024-02-23,Polarized 4thgeneration artificial intelligence,2,16.88,33.76
20250,11086,2023-05-21,Self-enabling 3rdgeneration success,1,35.14,35.14
20251,11011,2024-12-30,Multi-tiered dynamic functionalities,3,93.73,281.19
20252,11016,2024-03-12,Reverse-engineered static process improvement,2,32.78,65.56
20253,11097,2025-01-06,Reduced high-level ability,2,80.31,160.62
20254,11073,2025-03-19,Exclusive national projection,6,84.26,505.56000000000006
20255,11059,2023-10-31,Mandatory next generation forecast,1,54.59,54.59
20256,11070,2023-11-10,Optimized high-level moderator,2,44.77,89.54
20257,11080,2024-05-12,Focused holistic matrix,6,50.51,303.06
20258,11093,2023-10-05,Persevering actuating emulation,3,30.43,91.28999999999999
20259,11003,2023-06-21,Cloned contextually-based protocol,4,90.05,360.2
20260,11020,2024-01-27,Reduced global algorithm,1,50.56,50.56
20261,11059,2024-01-22,Enterprise-wide interactive complexity,8,89.42,715.36
20262,11036,2024-02-29,Profit-focused 3rdgeneration database,7,19.51,136.57000000000002
20263,11019,2023-10-29,Future-proofed methodical initiative,7,98.94,692.5799999999999
20264,11090,2024-06-01,Compatible tertiary info-mediaries,3,49.89,149.67000000000002
20265,11067,2024-07-08,Visionary neutral function,3,14.3,42.900000000000006
20266,11019,2024-04-20,User-centric grid-enabled Graphical User Interface,2,13.42,26.84
20267,11020,2025-01-19,Inverse impactful encoding,1,77.16,77.16
20268,11096,2023-05-18,Devolved 24hour policy,7,69.31,485.17
20269,11071,2023-09-21,Re-engineered 24hour firmware,7,82.19,575.3299999999999
20270,11052,2024-08-13,User-friendly even-keeled structure,2,19.48,38.96
20271,11033,2024-09-25,Compatible scalable standardization,7,13.2,92.39999999999999
20272,11040,2023-11-07,Managed heuristic moratorium,8,55.77,446.16
20273,11039,2024-05-08,Reverse-engineered global encoding,1,44.88,44.88
20274,11082,2023-09-08,Function-based radical methodology,9,51.58,464.21999999999997
20275,11001,2023-08-26,Horizontal zero tolerance functionalities,7,99.24,694.68
20276,11011,2024-08-12,Up-sized logistical open system,3,97.37,292.11
20277,11092,2024-11-29,Triple-buffered executive policy,8,94.81,758.48
20278,11057,2024-05-05,Switchable maximized website,7,80.55,563.85
20279,11089,2023-09-28,Integrated intangible functionalities,8,41.94,335.52
20280,11050,2024-04-06,Exclusive homogeneous open architecture,6,47.09,282.54
20281,11023,2023-05-30,Object-based zero tolerance approach,9,59.47,535.23
20282,11031,2023-12-11,Persevering grid-enabled encryption,5,84.75,423.75
20283,11094,2024-04-04,Down-sized grid-enabled Internet solution,3,16.18,48.54
20284,11042,2024-11-01,Reactive value-added Graphical User Interface,3,48.19,144.57
20285,11099,2023-12-15,Business-focused asymmetric migration,1,17.44,17.44
20286,11007,2025-03-14,Self-enabling mission-critical product,8,56.32,450.56
20287,11016,2023-08-04,Reduced needs-based hardware,2,90.9,181.8
20288,11090,2025-03-30,Optimized eco-centric data-warehouse,3,80.42,241.26
20289,11060,2024-07-12,Managed zero tolerance customer loyalty,8,30.51,244.08
20290,11002,2023-11-15,Public-key object-oriented utilization,8,97.84,782.72
20291,11001,2023-09-20,Innovative asynchronous hardware,4,70.06,280.24
20292,11048,2024-03-24,Advanced global interface,4,10.94,43.76
20293,11012,2023-06-07,Synergized fresh-thinking customer loyalty,5,32.99,164.95000000000002
20294,11069,2025-05-11,Right-sized clear-thinking hub,6,33.46,200.76
20295,11037,2025-04-30,Open-source value-added hub,5,16.23,81.15
20296,11032,2023-09-10,Synergized bifurcated approach,7,96.38,674.66
20297,11009,2024-04-19,Horizontal motivating hub,2,53.04,106.08
20298,11099,2023-08-01,Cross-group real-time benchmark,7,90.62,634.34
20299,11019,2023-12-02,Monitored next generation Internet solution,7,39.0,273.0
20300,11048,2024-01-18,Quality-focused incremental instruction set,1,21.27,21.27
20301,11080,2023-09-12,Secured 3rdgeneration middleware,7,52.69,368.83
20302,11003,2023-11-03,Robust reciprocal approach,5,20.26,101.30000000000001
20303,11020,2024-09-14,Versatile client-server adapter,3,53.74,161.22
20304,11024,2023-10-09,Multi-lateral motivating throughput,3,92.83,278.49
20305,11054,2024-05-23,Intuitive empowering support,4,56.87,227.48
20306,11033,2023-06-06,Re-contextualized bifurcated hardware,2,65.48,130.96
20307,11024,2023-06-19,Ergonomic clear-thinking archive,2,24.1,48.2
20308,11075,2024-07-27,Total coherent alliance,1,13.94,13.94
20309,11072,2024-02-28,Cloned 3rdgeneration budgetary management,5,19.97,99.85
20310,11036,2025-05-01,Focused national framework,4,63.87,255.48
20311,11038,2023-08-14,Monitored real-time service-desk,2,18.55,37.1
20312,11084,2024-10-25,Team-oriented context-sensitive circuit,3,43.84,131.52
20313,11099,2023-06-17,Programmable fault-tolerant Graphic Interface,7,59.51,416.57
20314,11089,2023-06-28,Robust multimedia instruction set,7,44.98,314.85999999999996
20315,11099,2024-01-31,Customizable 24/7 middleware,4,24.73,98.92
20316,11025,2024-08-04,Persistent well-modulated help-desk,5,34.64,173.2
20317,11093,2025-05-10,Multi-lateral executive encoding,5,93.55,467.75
20318,11018,2023-10-09,Reactive clear-thinking process improvement,6,70.84,425.04
20319,11082,2025-04-12,Customer-focused demand-driven archive,9,54.64,491.76
20320,11066,2024-12-29,Managed non-volatile encryption,2,11.14,22.28
20321,11054,2023-07-13,Innovative bi-directional intranet,5,99.32,496.59999999999997
20322,11035,2023-12-03,De-engineered explicit migration,3,70.43,211.29000000000002
20323,11080,2023-08-29,Programmable needs-based data-warehouse,4,38.52,154.08
20324,11061,2024-01-17,Versatile systematic leverage,6,89.13,534.78
20325,11041,2025-03-01,Organized zero-defect contingency,8,33.26,266.08
20326,11100,2024-12-14,Centralized directional framework,1,58.96,58.96
20327,11033,2025-04-13,Persevering holistic Local Area Network,8,67.25,538.0
20328,11068,2023-08-01,Total clear-thinking strategy,7,29.9,209.29999999999998
20329,11033,2024-08-20,Face-to-face 24/7 standardization,1,98.06,98.06
20330,11014,2025-03-15,Balanced reciprocal infrastructure,2,77.34,154.68
20331,11021,2024-12-30,Grass-roots coherent archive,3,60.2,180.60000000000002
20332,11048,2025-01-28,Innovative well-modulated algorithm,1,26.25,26.25
20333,11020,2025-05-06,Seamless fresh-thinking circuit,9,14.85,133.65
